,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_bins,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
7789,720823458,Existing Customer,59,F,2,Unknown,Married,Less than $40K,Blue,46,2,6,2,5218,1907,3311,0.797,4658,85,0.889,0.365,50대,0.00015608,0.99984
7790,720027258,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,40,3,1,3,1438.3,0,1438.3,1.052,4978,73,0.921,0,50대,9.01E-05,0.99991
7791,807604233,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,49,2,3,3,11114,2482,8632,1.08,5044,81,0.688,0.223,50대,0.0003139,0.99969
7792,801786483,Existing Customer,51,M,0,High School,Single,$80K - $120K,Blue,45,3,2,3,10648,2517,8131,0.708,4930,89,0.978,0.236,50대,0.0001597,0.99984
7793,789138258,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,34,2,3,2,2976,2372,604,0.772,4799,83,0.729,0.797,40대,0.00018145,0.99982
7794,805524708,Attrited Customer,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,3,1,6629,2517,4112,0.932,2599,50,0.562,0.38,50대,0.99095,0.00905
7795,779642733,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,25,3,1,1,2812,2238,574,0.713,4823,77,0.833,0.796,40대,3.77E-05,0.99996
7796,771735933,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,36,2,1,1,10761,1722,9039,0.7,4731,82,0.783,0.16,40대,3.23E-05,0.99997
7797,789917208,Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,31,2,3,3,1968,1781,187,0.972,5087,69,0.725,0.905,40대,0.00030842,0.99969
7798,779608083,Existing Customer,55,M,2,Doctorate,Single,Less than $40K,Blue,44,2,2,2,3897,1247,2650,0.689,3681,62,0.632,0.32,50대,0.00016471,0.99984
7799,711287733,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,36,3,2,1,4721,1289,3432,0.656,3856,74,0.762,0.273,40대,7.91E-05,0.99992
7800,774675933,Existing Customer,40,M,3,College,Divorced,$80K - $120K,Silver,34,2,1,3,34516,2052,32464,0.477,3510,62,0.476,0.059,40대,8.44E-05,0.99992
7801,716741508,Existing Customer,33,F,3,High School,Married,Less than $40K,Blue,21,2,1,3,2831,1167,1664,0.744,4460,65,0.857,0.412,30대,9.34E-05,0.99991
7802,721106133,Existing Customer,57,F,3,Uneducated,Divorced,Unknown,Blue,36,3,4,1,2312,1789,523,0.867,5104,82,0.783,0.774,50대,0.00013987,0.99986
7803,716698608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,39,2,1,1,8924,0,8924,0.46,4441,87,0.673,0,50대,3.65E-05,0.99996
7804,716299608,Attrited Customer,58,F,3,Unknown,Divorced,Less than $40K,Blue,36,2,2,3,1508,0,1508,0.458,1990,31,0.192,0,50대,0.99544,0.00455805
7805,718116933,Existing Customer,53,F,3,Graduate,Single,Less than $40K,Blue,36,2,3,1,1438.3,630,808.3,0.667,4704,79,0.756,0.438,50대,0.00011256,0.99989
7806,720513333,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,39,2,1,3,21350,1724,19626,0.512,4878,78,0.444,0.081,40대,9.34E-05,0.99991
7807,802460433,Attrited Customer,57,F,3,High School,Married,Unknown,Blue,51,2,5,2,1438.3,0,1438.3,0.733,2607,37,0.609,0,50대,0.99509,0.00490915
7808,720482583,Existing Customer,52,F,1,College,Married,Unknown,Blue,43,3,3,1,10431,2163,8268,0.64,4598,69,0.865,0.207,50대,9.90E-05,0.9999
7809,719584608,Existing Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,3,1,1,1438.3,0,1438.3,0.657,4215,79,0.927,0,40대,3.39E-05,0.99997
7810,709477233,Existing Customer,37,F,2,High School,Single,Unknown,Blue,36,3,2,1,2346,1621,725,0.613,4287,79,0.717,0.691,30대,6.67E-05,0.99993
7811,719512983,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,3,6,1438.3,0,1438.3,0.854,2295,51,0.545,0,40대,0.99939,0.00060765
7812,714923583,Attrited Customer,38,F,2,Graduate,Unknown,Less than $40K,Blue,36,2,3,2,2369,0,2369,0.51,1924,48,0.548,0,30대,0.99447,0.00553
7813,779397183,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,31,2,1,1,3659,0,3659,0.797,4068,61,0.694,0,40대,3.32E-05,0.99997
7814,714671658,Existing Customer,38,F,5,Graduate,Married,Less than $40K,Blue,31,2,5,2,2153,1392,761,0.787,4268,85,0.667,0.647,30대,0.00020741,0.99979
7815,779218233,Existing Customer,47,F,5,Post-Graduate,Single,Less than $40K,Blue,37,2,3,3,9430,0,9430,0.68,4115,75,0.923,0,40대,0.00036747,0.99963
7816,713456583,Existing Customer,45,M,2,High School,Married,$80K - $120K,Silver,37,3,2,2,34516,1495,33021,0.52,3247,70,0.707,0.043,40대,1.00E-04,0.9999
7817,790221633,Existing Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,38,3,3,3,3897,2296,1601,0.746,4627,77,0.791,0.589,40대,0.00031726,0.99968
7818,721299483,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,32,2,1,1,11671,1304,10367,0.491,4168,71,0.868,0.112,40대,3.45E-05,0.99997
7819,711701958,Existing Customer,48,M,1,Unknown,Single,$60K - $80K,Blue,38,3,3,3,11367,1999,9368,0.661,4175,63,0.537,0.176,40대,0.00031211,0.99969
7820,783573408,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,36,3,1,2,2575,2136,439,0.722,5267,83,0.886,0.83,40대,5.62E-05,0.99994
7821,709641933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3433,1869,1564,0.838,4504,84,0.787,0.544,40대,5.72E-05,0.99994
7822,718755483,Existing Customer,44,M,2,High School,Married,$60K - $80K,Blue,36,3,2,1,7317,959,6358,0.653,5082,86,0.686,0.131,40대,6.67E-05,0.99993
7823,720914358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,4416,1333,3083,0.631,4894,84,0.647,0.302,40대,0.00019864,0.9998
7824,714811533,Existing Customer,39,M,2,High School,Unknown,$60K - $80K,Blue,32,3,2,2,1715,0,1715,0.896,5910,91,0.517,0,30대,0.00011065,0.99989
7825,719898108,Existing Customer,57,F,2,Doctorate,Married,$40K - $60K,Blue,41,2,3,3,3667,809,2858,0.778,5322,79,0.975,0.221,50대,0.00043772,0.99956
7826,720719883,Attrited Customer,54,F,1,Graduate,Single,Unknown,Blue,41,3,3,3,1874,0,1874,0.806,2535,55,0.618,0,50대,0.99649,0.00350838
7827,780338733,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,2,1,2,1438.3,491,947.3,0.73,5102,83,0.694,0.341,50대,5.51E-05,0.99994
7828,709810458,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,2,0,1579,768,811,0.888,4241,72,0.946,0.486,50대,3.96E-05,0.99996
7829,821356083,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,1626,0,1626,0.664,4830,87,0.642,0,50대,9.88E-05,0.9999
7830,793428408,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,2,1,1596,1185,411,0.687,5235,76,1,0.742,50대,7.32E-05,0.99993
7831,746453583,Existing Customer,56,F,1,Unknown,Married,$40K - $60K,Blue,49,2,2,2,2604,1395,1209,0.528,4498,85,0.7,0.536,50대,0.00011743,0.99988
7832,771799008,Existing Customer,61,F,1,Graduate,Married,Unknown,Blue,50,3,3,1,3359,1405,1954,0.684,4871,79,0.975,0.418,60대 이상,0.00010182,0.9999
7833,719075883,Existing Customer,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3,3,2363,2033,330,0.498,3904,66,0.61,0.86,30대,0.00030516,0.99969
7834,714986583,Existing Customer,55,F,4,Uneducated,Single,Less than $40K,Blue,46,3,2,2,4978,923,4055,0.883,5025,62,0.879,0.185,50대,0.00012274,0.99988
7835,753233733,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,29,3,3,3,2155,1290,865,0.718,3781,61,0.906,0.599,30대,0.00028395,0.99972
7836,806914158,Attrited Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,1,4047,0,4047,0.648,2134,34,0.478,0,30대,0.99129,0.00871
7837,812671758,Attrited Customer,47,F,5,Doctorate,Married,Unknown,Blue,42,3,5,3,4345,2176,2169,0.752,2458,44,0.467,0.501,40대,0.99802,0.00197641
7838,789191358,Existing Customer,55,M,4,Graduate,Single,$80K - $120K,Blue,44,2,3,2,1854,794,1060,0.614,4035,80,0.739,0.428,50대,0.00018864,0.99981
7839,772111083,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,39,3,3,2,5384,1396,3988,0.756,4338,75,0.829,0.259,50대,0.00016413,0.99984
7840,714961383,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,965,473.3,0.544,4182,81,0.723,0.671,40대,0.00032275,0.99968
7841,817288458,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,19,3,2,3,5141,1737,3404,0.985,5859,82,0.783,0.338,30대,0.00019143,0.99981
7842,719163108,Existing Customer,44,M,3,Graduate,Married,$120K +,Blue,31,2,2,3,3977,1325,2652,0.769,4076,62,0.632,0.333,40대,0.00019864,0.9998
7843,713922183,Existing Customer,52,M,2,Uneducated,Single,$120K +,Blue,36,3,2,1,2507,1259,1248,0.85,4461,73,0.921,0.502,50대,7.06E-05,0.99993
7844,716443608,Existing Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,36,2,3,1,7199,1235,5964,0.83,4050,78,0.814,0.172,40대,0.00012373,0.99988
7845,827953683,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,37,1,2,1,3786,1171,2615,0.697,5369,75,0.596,0.309,40대,6.86E-05,0.99993
7846,789678483,Existing Customer,50,F,2,High School,Married,Less than $40K,Silver,37,1,3,2,13384,0,13384,0.696,4773,77,0.674,0,50대,0.000158,0.99984
7847,793630083,Attrited Customer,39,M,2,High School,Single,$120K +,Blue,33,1,3,4,1726,1476,250,0.371,1804,34,0.259,0.855,30대,0.99801,0.00198853
7848,756306183,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,35,2,1,3,2873,2517,356,0.803,4897,71,1.088,0.876,40대,8.45E-05,0.99992
7849,736893108,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,26,2,3,2,1438.3,0,1438.3,0.613,4196,87,0.891,0,30대,0.00026028,0.99974
7850,712900308,Attrited Customer,44,F,2,College,Single,Less than $40K,Blue,34,4,3,3,1751,0,1751,0.506,2078,37,0.423,0,40대,0.99661,0.00338757
7851,798045708,Existing Customer,42,F,5,Graduate,Married,$40K - $60K,Blue,36,2,1,1,7434,0,7434,0.63,4182,76,1.171,0,40대,3.43E-05,0.99997
7852,715657833,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,41,2,3,2,1438.3,787,651.3,0.601,4956,89,0.745,0.547,50대,0.00020516,0.99979
7853,712111608,Existing Customer,59,F,2,Post-Graduate,Single,Less than $40K,Blue,54,1,1,3,1438.3,0,1438.3,0.61,4919,72,0.756,0,50대,0.000109,0.99989
7854,711792783,Existing Customer,45,F,3,Unknown,Divorced,$40K - $60K,Blue,26,1,1,2,2032,1195,837,0.642,4479,80,0.667,0.588,40대,6.28E-05,0.99994
7855,716067333,Existing Customer,61,M,0,Graduate,Married,Unknown,Blue,36,2,3,3,6959,945,6014,0.816,4553,84,0.714,0.136,60대 이상,0.0002596,0.99974
7856,780660183,Attrited Customer,43,F,4,High School,Divorced,Less than $40K,Blue,32,2,3,2,8203,0,8203,0.691,2613,46,0.84,0,40대,0.99458,0.00542
7857,720761208,Attrited Customer,59,M,1,College,Single,$120K +,Blue,47,2,4,2,4789,357,4432,0.798,2496,41,0.64,0.075,50대,0.99499,0.00501
7858,788794758,Attrited Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,28,2,2,4,2979,0,2979,0.644,2061,38,0.462,0,40대,0.99709,0.0029104
7859,711150333,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,5,3,2,2391,0,2391,0.669,2857,40,0.6,0,40대,0.99467,0.00533
7860,714418158,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,56,2,2,2,7264,851,6413,0.814,3527,69,0.816,0.117,60대 이상,0.00010043,0.9999
7861,713634108,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,1,2,2,4348,1830,2518,1.036,4293,66,0.692,0.421,40대,0.00011811,0.99988
7862,717231558,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,43,2,2,2,3002,1446,1556,0.815,4851,74,0.947,0.482,40대,0.00011937,0.99988
7863,711589758,Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,32,1,2,2,4162,1641,2521,0.719,3967,75,0.923,0.394,40대,0.00011423,0.99989
7864,787481208,Existing Customer,46,F,1,Unknown,Unknown,Less than $40K,Blue,34,1,3,1,2762,1793,969,0.901,5006,78,0.66,0.649,40대,0.00011192,0.99989
7865,715516458,Attrited Customer,42,F,1,High School,Married,$40K - $60K,Blue,36,5,3,2,2705,2430,275,0.698,2602,43,0.433,0.898,40대,0.99395,0.00605
7866,714998508,Existing Customer,53,M,3,Uneducated,Married,$120K +,Blue,36,2,2,0,3742,1454,2288,0.894,5326,62,0.676,0.389,50대,4.48E-05,0.99996
7867,713328108,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,36,2,2,2,1671,1047,624,0.727,5189,79,0.795,0.627,60대 이상,0.00010387,0.9999
7868,716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46,2,3,3,3282,2262,1020,0.653,4674,84,0.585,0.689,50대,0.00030519,0.99969
7869,820925433,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45,2,3,2,1529,710,819,0.657,4751,81,0.884,0.464,50대,0.00021165,0.99979
7870,816129258,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29,2,3,3,2509,1897,612,0.938,4837,74,0.542,0.756,30대,0.00035594,0.99964
7871,808903308,Attrited Customer,54,F,1,Unknown,Married,$40K - $60K,Blue,49,4,3,6,2471,0,2471,0.722,2519,35,0.522,0,50대,0.99938,0.00061767
7872,713809833,Existing Customer,42,F,3,Graduate,Unknown,Unknown,Blue,32,2,3,2,9749,859,8890,0.584,4684,86,0.623,0.088,40대,0.00018665,0.99981
7873,713542008,Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,1,2,3,1438.3,0,1438.3,0.584,4236,83,0.844,0,40대,0.00019311,0.99981
7874,717385083,Existing Customer,46,M,3,High School,Married,$120K +,Blue,35,2,2,3,4916,1122,3794,0.659,4813,87,0.706,0.228,40대,0.00019311,0.99981
7875,708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,6,1,2291,1419,872,0.725,4498,81,0.761,0.619,40대,9.09E-05,0.99991
7876,715644633,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,2,1,1528,820,708,0.908,5212,88,0.833,0.537,40대,7.12E-05,0.99993
7877,708761733,Existing Customer,52,F,3,High School,Married,Unknown,Blue,36,2,2,2,8279,1582,6697,0.76,4419,63,0.658,0.191,50대,0.00011482,0.99989
7878,714600258,Existing Customer,45,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,1,2,2,5945,2015,3930,0.815,3645,70,1,0.339,40대,0.00013393,0.99987
7879,823566408,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,2,2,1,1438.3,0,1438.3,0.773,4625,93,0.938,0,40대,7.12E-05,0.99993
7880,713373708,Attrited Customer,54,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,3,1857,0,1857,0.488,2464,57,0.839,0,50대,0.99711,0.00288892
7881,708307533,Existing Customer,42,M,2,Uneducated,Married,$60K - $80K,Blue,30,1,2,3,3086,0,3086,0.808,4129,81,0.884,0,40대,0.00019683,0.9998
7882,820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,1,1,2,2598,1343,1255,0.637,4692,86,0.72,0.517,50대,5.72E-05,0.99994
7883,716685033,Existing Customer,38,F,1,High School,Married,$40K - $60K,Blue,19,1,1,2,5559,1600,3959,0.716,5344,82,0.864,0.288,30대,5.03E-05,0.99995
7884,713063958,Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,39,1,1,3,7562,1080,6482,0.561,5010,85,0.7,0.143,50대,8.70E-05,0.99991
7885,708371733,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,15,1,1,2,4662,0,4662,0.661,4931,81,0.841,0,40대,5.56E-05,0.99994
7886,780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38,2,2,3,2904,2517,387,0.586,4503,89,0.712,0.867,50대,0.00019143,0.99981
7887,797232183,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,36,2,1,1,2676,1962,714,0.668,5020,75,0.786,0.733,40대,3.83E-05,0.99996
7888,720789933,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,32,2,1,1,5798,680,5118,0.708,5027,82,0.64,0.117,40대,3.48E-05,0.99997
7889,808281483,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,41,2,3,3,2665,2157,508,0.637,4249,76,1.235,0.809,40대,0.00033251,0.99967
7890,712968708,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,47,2,3,1,2343,1780,563,0.792,5167,78,0.773,0.76,50대,9.90E-05,0.9999
7891,711263058,Existing Customer,29,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,2763,1879,884,0.701,4660,80,0.778,0.68,20대,5.68E-05,0.99994
7892,788813658,Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,45,2,2,3,10503,0,10503,0.886,4755,88,0.725,0,60대 이상,0.00016428,0.99984
7893,721444758,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,1,3,3,2780,2216,564,0.826,4980,78,0.857,0.797,40대,0.00029411,0.99971
7894,711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2,2,2234,2024,210,0.717,2313,37,0.321,0.906,40대,0.99129,0.00871
7895,712664658,Attrited Customer,35,F,1,Graduate,Single,Less than $40K,Blue,30,2,2,2,1649,0,1649,0.683,2549,54,0.588,0,30대,0.99073,0.00927
7896,714237033,Attrited Customer,42,F,4,Uneducated,Married,Unknown,Blue,36,6,2,3,5557,2246,3311,0.518,2299,39,0.444,0.404,40대,0.99518,0.00481999
7897,718370733,Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,35,2,3,3,6074,0,6074,0.782,4504,90,0.765,0,40대,0.00031104,0.99969
7898,713726958,Attrited Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,21,5,2,2,1728,0,1728,0.41,2191,38,0.357,0,40대,0.99418,0.00582
7899,794160408,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40,1,1,1,3044,1973,1071,0.946,4747,73,1.028,0.648,40대,3.45E-05,0.99997
7900,716009883,Existing Customer,41,F,1,Graduate,Single,$40K - $60K,Blue,28,1,3,1,8482,585,7897,0.624,4245,74,0.897,0.069,40대,0.00010182,0.9999
7901,711873033,Attrited Customer,35,F,3,Unknown,Single,Unknown,Blue,29,4,2,3,1438.3,0,1438.3,0.748,2549,56,0.75,0,30대,0.99544,0.00455805
7902,712715208,Attrited Customer,52,M,1,High School,Single,$80K - $120K,Blue,44,1,3,2,3770,0,3770,0.544,2387,51,0.5,0,50대,0.99395,0.00605
7903,778899708,Attrited Customer,56,F,2,Unknown,Single,$40K - $60K,Blue,37,2,2,3,2963,0,2963,0.902,2919,47,0.382,0,50대,0.99527,0.00472896
7904,771865908,Attrited Customer,48,F,2,Graduate,Single,Unknown,Blue,37,4,2,3,11750,487,11263,0.772,2532,48,0.548,0.041,40대,0.9948,0.0052
7905,716273133,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,3,1593,0,1593,0.61,4853,78,0.592,0,40대,0.00019864,0.9998
7906,709927458,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,3,3,10486,1544,8942,0.716,4042,77,0.925,0.147,30대,0.0003139,0.99969
7907,715162608,Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,41,4,2,3,2168,1323,845,0.687,2499,38,0.407,0.61,40대,0.9948,0.0052
7908,719862258,Existing Customer,38,F,2,Uneducated,Single,Unknown,Blue,28,2,3,3,5666,1393,4273,0.84,5015,90,0.915,0.246,30대,0.00031104,0.99969
7909,788719533,Existing Customer,53,M,4,Post-Graduate,Married,$80K - $120K,Blue,34,1,2,3,13679,0,13679,0.908,4060,61,1.346,0,50대,0.00023623,0.99976
7910,715566408,Existing Customer,45,F,3,Doctorate,Married,Less than $40K,Blue,36,1,2,2,2143,1479,664,0.708,4404,77,0.75,0.69,40대,0.00017091,0.99983
7911,717359208,Existing Customer,57,F,0,College,Married,Less than $40K,Blue,47,2,3,1,4945,1779,3166,0.536,4037,72,0.756,0.36,50대,9.05E-05,0.99991
7912,721410858,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,36,1,3,0,1921,1334,587,0.694,4512,90,0.765,0.694,50대,6.77E-05,0.99993
7913,779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33,2,1,3,3001,2055,946,0.838,4662,70,0.628,0.685,40대,9.72E-05,0.9999
7914,714222183,Existing Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,36,1,1,1,2132,1084,1048,0.767,4874,78,0.66,0.508,30대,3.45E-05,0.99997
7915,709079883,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,3,3,1663,1012,651,0.886,2729,38,0.52,0.609,40대,0.99783,0.00217267
7916,721406658,Attrited Customer,32,F,0,Unknown,Divorced,Less than $40K,Blue,36,6,3,3,1732,0,1732,0.683,2479,43,0.536,0,30대,0.99651,0.0034913
7917,713782608,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,1,3,1,2652,2386,266,0.766,5329,83,0.729,0.9,40대,0.00011377,0.99989
7918,720236433,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,22,1,2,3,5037,1670,3367,0.787,4379,67,0.811,0.332,40대,0.00019519,0.9998
7919,785106933,Existing Customer,51,F,1,Unknown,Single,Unknown,Blue,45,2,2,3,6519,2178,4341,0.739,4505,71,0.732,0.334,50대,0.00019751,0.9998
7920,716673258,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,3,2347,1488,859,0.621,3977,83,0.886,0.634,60대 이상,9.56E-05,0.9999
7921,708341958,Existing Customer,31,F,1,College,Divorced,Less than $40K,Blue,21,2,2,3,2061,1904,157,0.786,4480,86,0.87,0.924,30대,0.0001747,0.99983
7922,797150733,Attrited Customer,44,M,3,Unknown,Single,$40K - $60K,Blue,38,5,2,2,1643,0,1643,0.6,1754,39,0.56,0,40대,0.99236,0.00764
7923,718279983,Existing Customer,49,F,1,College,Married,Unknown,Blue,36,1,3,2,5039,2489,2550,0.875,4770,74,0.947,0.494,40대,0.00016415,0.99984
7924,718548558,Existing Customer,53,F,3,Unknown,Single,Less than $40K,Blue,42,1,1,3,2915,2041,874,0.927,4272,70,0.75,0.7,50대,0.00010566,0.99989
7925,780360558,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507,0,1507,0.723,4698,87,0.851,0,30대,0.00010684,0.99989
7926,715012833,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,36,1,3,3,3073,2517,556,0.841,4858,77,0.974,0.819,40대,0.00027604,0.99972
7927,772388508,Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,32,2,3,3,8314,1349,6965,0.531,5028,80,0.702,0.162,40대,0.0003139,0.99969
7928,788199858,Existing Customer,42,F,3,High School,Unknown,Unknown,Blue,34,1,3,1,2798,1049,1749,0.89,5758,87,0.706,0.375,40대,0.00010943,0.99989
7929,769578108,Existing Customer,40,M,4,Unknown,Single,$60K - $80K,Blue,26,2,2,3,20929,1652,19277,0.523,4001,76,0.689,0.079,40대,0.00022068,0.99978
7930,719843958,Existing Customer,46,M,2,Graduate,Married,$120K +,Blue,34,2,3,3,1754,894,860,0.691,4874,79,0.837,0.51,40대,0.00030251,0.9997
7931,767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,45,1,1,1,4209,0,4209,0.856,5938,83,0.694,0,50대,3.23E-05,0.99997
7932,711874833,Existing Customer,45,M,3,College,Divorced,$40K - $60K,Blue,37,1,3,2,2449,0,2449,0.706,5497,88,0.63,0,40대,0.00018146,0.99982
7933,714930333,Attrited Customer,39,M,3,College,Married,$80K - $120K,Blue,30,2,3,3,4618,0,4618,0.717,2476,49,0.75,0,30대,0.99674,0.00326498
7934,720989133,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,36,2,1,2,1654,1093,561,0.65,4596,82,0.822,0.661,40대,5.35E-05,0.99995
7935,720893958,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,36,1,3,3,1544,999,545,0.786,4215,53,1.12,0.647,40대,0.0003262,0.99967
7936,769709058,Existing Customer,60,M,1,Uneducated,Single,$60K - $80K,Blue,54,1,2,1,3618,972,2646,0.578,4228,63,0.465,0.269,60대 이상,6.62E-05,0.99993
7937,711005583,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,1,2,3,3437,1064,2373,0.851,5110,76,0.854,0.31,30대,0.00019311,0.99981
7938,826548708,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,46,2,3,2,5965,622,5343,0.728,4637,91,0.655,0.104,50대,0.00017987,0.99982
7939,711093408,Existing Customer,46,F,2,Doctorate,Married,Less than $40K,Blue,33,2,3,1,2644,1517,1127,0.721,4815,83,0.804,0.574,40대,0.00015697,0.99984
7940,712831908,Existing Customer,59,F,1,College,Married,$40K - $60K,Blue,49,2,2,1,3481,603,2878,0.692,4556,81,0.473,0.173,50대,6.26E-05,0.99994
7941,780222408,Existing Customer,49,F,5,Graduate,Unknown,Less than $40K,Blue,36,1,3,2,3272,2085,1187,0.417,4444,83,0.627,0.637,40대,0.0001857,0.99981
7942,714181008,Existing Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,2,3019,1462,1557,0.718,4509,71,0.732,0.484,30대,9.77E-05,0.9999
7943,772346358,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,41,2,1,2,1801,0,1801,0.516,5047,79,0.756,0,50대,5.88E-05,0.99994
7944,717489033,Attrited Customer,27,F,0,High School,Single,Less than $40K,Blue,18,6,1,4,1438.3,0,1438.3,0.781,2641,40,0.6,0,20대,0.99247,0.00753
7945,710969433,Existing Customer,41,F,1,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2909,1201,1708,0.729,4230,68,0.659,0.413,40대,0.00010985,0.99989
7946,715807383,Existing Customer,45,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,1,3,3,4688,0,4688,0.593,5248,89,0.745,0,40대,0.00037329,0.99963
